   节点编号          X坐标          Y坐标          Z坐标          接触状态          接触压力          接触间隙
    6403.0      167.80900       14.68138       -0.01832            3.0       19.36501        0.00011
    6405.0      174.38388       15.25661       -0.02609            3.0       31.54851        0.00024
    6406.0      167.80285       15.17457       -0.01834            3.0       19.45371        0.00011
    6407.0      167.87027       15.66315       -0.01844            3.0       19.64904        0.00011
    6408.0      168.00977       16.13624       -0.01857            3.0       19.89630        0.00012
    6409.0      168.21821       16.58324       -0.01878            3.0       20.20116        0.00012
    6410.0      168.49095       16.99419       -0.01907            3.0       20.69163        0.00013
    6411.0      168.82189       17.35990       -0.01937            3.0       21.24102        0.00013
    6412.0      169.20364       17.67220       -0.01974            3.0       21.89104        0.00014
    6413.0      169.62767       17.92412       -0.02015            3.0       22.67120        0.00015
    6414.0      170.08451       18.11002       -0.02062            3.0       23.46956        0.00016
    6415.0      170.56396       18.22576       -0.02112            3.0       23.08982        0.00017
    6416.0      171.05530       18.26874       -0.02169            3.0       22.22602        0.00019
    6417.0      171.54756       18.23802       -0.02225            3.0       26.64188        0.00018
    6418.0      172.02974       18.13427       -0.02285            3.0       27.06631        0.00019
    6419.0      172.49108       17.95981       -0.02346            3.0       27.97886        0.00020
    6420.0      172.92126       17.71855       -0.02405            3.0       28.84513        0.00021
    6421.0      173.31068       17.41586       -0.02462            3.0       29.62894        0.00022
    6422.0      173.65063       17.05852       -0.02506            3.0       30.26246        0.00023
    6423.0      173.93353       16.65450       -0.02550            3.0       30.82203        0.00023
    6424.0      174.15305       16.21283       -0.02582            3.0       31.21814        0.00024
    6425.0      174.30430       15.74337       -0.02603            3.0       31.46867        0.00024
    8778.0      167.88858       14.19463       -0.01833            3.0       19.41626        0.00011
    8779.0      168.03982       13.72517       -0.01846            3.0       19.58433        0.00011
    8780.0      168.25935       13.28350       -0.01858            3.0       19.83963        0.00012
    8781.0      168.54225       12.87948       -0.01879            3.0       20.20764        0.00012
    8782.0      168.88220       12.52213       -0.01907            3.0       20.67781        0.00013
    8783.0      169.27162       12.21945       -0.01937            3.0       21.23450        0.00013
    8784.0      169.70180       11.97818       -0.01974            3.0       21.91947        0.00014
    8785.0      170.16313       11.80373       -0.02016            3.0       22.96774        0.00015
    8786.0      170.64532       11.69998       -0.02063            3.0       21.58436        0.00016
    8787.0      171.13758       11.66926       -0.02112            3.0       24.89919        0.00016
    8788.0      171.62892       11.71224       -0.02169            3.0       23.39045        0.00018
    8789.0      172.10837       11.82798       -0.02226            3.0       24.01219        0.00019
    8790.0      172.56521       12.01388       -0.02286            3.0       25.12073        0.00020
    8791.0      172.98924       12.26580       -0.02346            3.0       27.38163        0.00021
    8792.0      173.37099       12.57810       -0.02404            3.0       28.58294        0.00021
    8793.0      173.70193       12.94381       -0.02462            3.0       29.51947        0.00022
    8794.0      173.97467       13.35475       -0.02506            3.0       30.34376        0.00023
    8795.0      174.18311       13.80176       -0.02551            3.0       30.79450        0.00023
    8796.0      174.32261       14.27484       -0.02583            3.0       31.23576        0.00024
    8797.0      174.39003       14.76343       -0.02602            3.0       31.46619        0.00024
    8813.0      178.00000        0.00000       -0.00068            3.0       13.97008        0.00006
    8814.0      175.29578       30.90938       -0.00068            3.0       14.50569        0.00005
    8815.0      177.99932        0.49312       -0.00074            3.0       14.04282        0.00006
    8816.0      177.99727        0.98624       -0.00089            3.0       14.47723        0.00006
    8817.0      177.99385        1.47936       -0.00115            3.0       14.91761        0.00006
    8818.0      177.98907        1.97246       -0.00152            3.0       15.30718        0.00007
    8819.0      177.98292        2.46555       -0.00198            3.0       15.86042        0.00007
    8820.0      177.97541        2.95861       -0.00253            3.0       16.52220        0.00008
    8821.0      177.96653        3.45166       -0.00319            3.0       17.27431        0.00009
    8822.0      177.95629        3.94468       -0.00395            3.0       18.12913        0.00010
    8823.0      177.94467        4.43766       -0.00479            3.0       19.05884        0.00011
    8824.0      177.93170        4.93062       -0.00572            3.0       20.05815        0.00012
    8825.0      177.91736        5.42353       -0.00673            3.0       21.10769        0.00013
    8826.0      177.90165        5.91641       -0.00781            3.0       22.21366        0.00014
    8827.0      177.88457        6.40924       -0.00896            3.0       23.34289        0.00015
    8828.0      177.86614        6.90202       -0.01019            3.0       24.51223        0.00016
    8829.0      177.84633        7.39474       -0.01146            3.0       25.67055        0.00018
    8830.0      177.82516        7.88741       -0.01278            3.0       26.83471        0.00019
    8831.0      177.80263        8.38002       -0.01414            3.0       27.98441        0.00020
    8832.0      177.77873        8.87257       -0.01551            3.0       29.09800        0.00021
    8833.0      177.75347        9.36504       -0.01688            3.0       30.16610        0.00022
    8834.0      177.72684        9.85745       -0.01824            3.0       31.18279        0.00024
    8835.0      177.69885       10.34978       -0.01959            3.0       32.15023        0.00025
    8836.0      177.66950       10.84203       -0.02089            3.0       33.05191        0.00026
    8837.0      177.63878       11.33420       -0.02212            3.0       33.86749        0.00026
    8838.0      177.60670       11.82628       -0.02326            3.0       34.59031        0.00027
    8839.0      177.57325       12.31827       -0.02433            3.0       35.24177        0.00028
    8840.0      177.53845       12.81016       -0.02528            3.0       35.80941        0.00029
    8841.0      177.50228       13.30196       -0.02609            3.0       36.28910        0.00029
    8842.0      177.46474       13.79365       -0.02677            3.0       36.67896        0.00029
    8843.0      177.42585       14.28524       -0.02728            3.0       36.97495        0.00030
    8844.0      177.38559       14.77672       -0.02762            3.0       37.16416        0.00030
    8845.0      177.34398       15.26808       -0.02780            3.0       37.26497        0.00030
    8846.0      177.30100       15.75933       -0.02781            3.0       37.26895        0.00030
    8847.0      177.25666       16.25046       -0.02763            3.0       37.16746        0.00030
    8848.0      177.21096       16.74146       -0.02729            3.0       36.97344        0.00030
    8849.0      177.16390       17.23233       -0.02676            3.0       36.67380        0.00029
    8850.0      177.11548       17.72308       -0.02609            3.0       36.29243        0.00029
    8851.0      177.06570       18.21368       -0.02528            3.0       35.81649        0.00029
    8852.0      177.01456       18.70415       -0.02433            3.0       35.24797        0.00028
    8853.0      176.96206       19.19447       -0.02327            3.0       34.59376        0.00027
    8854.0      176.90821       19.68465       -0.02211            3.0       33.85696        0.00026
    8855.0      176.85300       20.17467       -0.02089            3.0       33.04281        0.00026
    8856.0      176.79643       20.66454       -0.01959            3.0       32.14943        0.00025
    8857.0      176.73850       21.15425       -0.01825            3.0       31.18814        0.00024
    8858.0      176.67922       21.64380       -0.01689            3.0       30.16998        0.00022
    8859.0      176.61858       22.13318       -0.01551            3.0       29.09798        0.00021
    8860.0      176.55658       22.62239       -0.01414            3.0       27.98783        0.00020
    8861.0      176.49323       23.11143       -0.01278            3.0       26.84012        0.00019
    8862.0      176.42853       23.60029       -0.01147            3.0       25.68146        0.00018
    8863.0      176.36247       24.08897       -0.01020            3.0       24.51473        0.00016
    8864.0      176.29506       24.57747       -0.00898            3.0       23.35602        0.00015
    8865.0      176.22629       25.06577       -0.00782            3.0       22.21902        0.00014
    8866.0      176.15618       25.55389       -0.00673            3.0       21.10915        0.00013
    8867.0      176.08471       26.04181       -0.00572            3.0       20.06117        0.00012
    8868.0      176.01189       26.52952       -0.00480            3.0       19.06443        0.00011
    8869.0      175.93772       27.01704       -0.00395            3.0       18.12851        0.00010
    8870.0      175.86219       27.50435       -0.00320            3.0       17.28226        0.00009
    8871.0      175.78532       27.99144       -0.00254            3.0       16.51886        0.00008
    8872.0      175.70710       28.47832       -0.00198            3.0       15.87606        0.00007
    8873.0      175.62753       28.96499       -0.00152            3.0       15.31794        0.00007
    8874.0      175.54661       29.45143       -0.00116            3.0       14.84881        0.00006
    8875.0      175.46435       29.93764       -0.00089            3.0       14.57773        0.00006
    8876.0      175.38074       30.42362       -0.00074            3.0       15.59542        0.00005
    8877.0      160.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8878.0      177.50000        0.00000       -0.00090            3.0       13.05210        0.00006
    8879.0      177.00000        0.00000       -0.00111            3.0       13.90907        0.00005
    8880.0      176.50000        0.00000       -0.00127            3.0       14.13121        0.00005
    8881.0      176.00000        0.00000       -0.00140            3.0       13.87215        0.00005
    8882.0      175.50000        0.00000       -0.00151            3.0       13.66589        0.00005
    8883.0      175.00000        0.00000       -0.00162            3.0       13.47918        0.00005
    8884.0      174.50000        0.00000       -0.00171            3.0       13.27701        0.00005
    8885.0      174.00000        0.00000       -0.00175            3.0       13.03663        0.00004
    8886.0      173.50000        0.00000       -0.00179            3.0       12.80761        0.00004
    8887.0      173.00000        0.00000       -0.00179            3.0       12.54156        0.00004
    8888.0      172.50000        0.00000       -0.00179            3.0       12.28566        0.00004
    8889.0      172.00000        0.00000       -0.00174            3.0       11.99839        0.00003
    8890.0      171.50000        0.00000       -0.00167            3.0       11.71092        0.00003
    8891.0      171.00000        0.00000       -0.00159            3.0       11.42990        0.00003
    8892.0      170.50000        0.00000       -0.00147            3.0       11.13564        0.00002
    8893.0      170.00000        0.00000       -0.00132            3.0       10.83433        0.00002
    8894.0      169.50000        0.00000       -0.00116            3.0       10.55095        0.00002
    8895.0      169.00000        0.00000       -0.00096            3.0       10.25922        0.00001
    8896.0      168.50000        0.00000       -0.00075            3.0       10.00737        0.00001
    8897.0      168.00000        0.00000       -0.00050            3.0        9.73151        0.00001
    8898.0      167.50000        0.00000       -0.00022            3.0        9.46459        0.00001
    8899.0      167.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8900.0      166.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8901.0      166.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8902.0      165.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8903.0      165.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8904.0      164.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8905.0      164.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8906.0      163.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8907.0      163.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8908.0      162.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8909.0      162.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8910.0      161.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8911.0      161.00000        0.00000        0.00000            1.0        0.00000        0.00000
    8912.0      160.50000        0.00000        0.00000            1.0        0.00000        0.00000
    8913.0      157.56924       27.78371        0.00000            1.0        0.00000        0.00000
    8914.0      159.99922        0.49866        0.00000            1.0        0.00000        0.00000
    8915.0      159.99689        0.99732        0.00000            1.0        0.00000        0.00000
    8916.0      159.99301        1.49597        0.00000            1.0        0.00000        0.00000
    8917.0      159.98757        1.99461        0.00000            1.0        0.00000        0.00000
    8918.0      159.98057        2.49323        0.00000            1.0        0.00000        0.00000
    8919.0      159.97203        2.99182        0.00000            1.0        0.00000        0.00000
    8920.0      159.96192        3.49038        0.00000            1.0        0.00000        0.00000
    8921.0      159.95027        3.98891        0.00000            1.0        0.00000        0.00000
    8922.0      159.93706        4.48740        0.00000            1.0        0.00000        0.00000
    8923.0      159.92230        4.98585        0.00000            1.0        0.00000        0.00000
    8924.0      159.90598        5.48425        0.00000            1.0        0.00000        0.00000
    8925.0      159.88811        5.98259        0.00000            1.0        0.00000        0.00000
    8926.0      159.86869        6.48088        0.00000            1.0        0.00000        0.00000
    8927.0      159.84772        6.97910        0.00000            1.0        0.00000        0.00000
    8928.0      159.82519        7.47726        0.00000            1.0        0.00000        0.00000
    8929.0      159.80111        7.97534        0.00000            1.0        0.00000        0.00000
    8930.0      159.77547        8.47335        0.00000            1.0        0.00000        0.00000
    8931.0      159.74829        8.97127        0.00000            1.0        0.00000        0.00000
    8932.0      159.71955        9.46911        0.00000            1.0        0.00000        0.00000
    8933.0      159.68927        9.96685        0.00000            1.0        0.00000        0.00000
