   节点编号          X坐标          Y坐标          Z坐标          接触状态          接触压力          接触间隙
    6403.0      167.80900       14.68138       -0.01627            3.0       21.49623        0.00011
    6405.0      174.38388       15.25661       -0.02236            3.0       35.27089        0.00020
    6406.0      167.80285       15.17457       -0.01629            3.0       21.55853        0.00011
    6407.0      167.87027       15.66315       -0.01637            3.0       21.74336        0.00011
    6408.0      168.00977       16.13624       -0.01646            3.0       22.02242        0.00011
    6409.0      168.21821       16.58324       -0.01663            3.0       22.42169        0.00012
    6410.0      168.49095       16.99419       -0.01685            3.0       22.95661        0.00012
    6411.0      168.82189       17.35990       -0.01707            3.0       23.57704        0.00012
    6412.0      169.20364       17.67220       -0.01735            3.0       24.29686        0.00013
    6413.0      169.62767       17.92412       -0.01766            3.0       25.12689        0.00013
    6414.0      170.08451       18.11002       -0.01802            3.0       26.02953        0.00014
    6415.0      170.56396       18.22576       -0.01840            3.0       26.93092        0.00015
    6416.0      171.05530       18.26874       -0.01883            3.0       27.88493        0.00015
    6417.0      171.54756       18.23802       -0.01927            3.0       29.09910        0.00016
    6418.0      172.02974       18.13427       -0.01975            3.0       30.13057        0.00016
    6419.0      172.49108       17.95981       -0.02023            3.0       31.17358        0.00017
    6420.0      172.92126       17.71855       -0.02070            3.0       32.14517        0.00018
    6421.0      173.31068       17.41586       -0.02117            3.0       33.05815        0.00018
    6422.0      173.65063       17.05852       -0.02151            3.0       33.77999        0.00019
    6423.0      173.93353       16.65450       -0.02188            3.0       34.42859        0.00019
    6424.0      174.15305       16.21283       -0.02214            3.0       34.88760        0.00019
    6425.0      174.30430       15.74337       -0.02231            3.0       35.17873        0.00020
    8778.0      167.88858       14.19463       -0.01628            3.0       21.54884        0.00011
    8779.0      168.03982       13.72517       -0.01638            3.0       21.73771        0.00011
    8780.0      168.25935       13.28350       -0.01647            3.0       22.01731        0.00011
    8781.0      168.54225       12.87948       -0.01663            3.0       22.42434        0.00012
    8782.0      168.88220       12.52213       -0.01685            3.0       22.95423        0.00012
    8783.0      169.27162       12.21945       -0.01707            3.0       23.57616        0.00012
    8784.0      169.70180       11.97818       -0.01735            3.0       24.29844        0.00013
    8785.0      170.16313       11.80373       -0.01767            3.0       25.15092        0.00013
    8786.0      170.64532       11.69998       -0.01803            3.0       25.97866        0.00014
    8787.0      171.13758       11.66926       -0.01840            3.0       26.90152        0.00015
    8788.0      171.62892       11.71224       -0.01884            3.0       27.71777        0.00015
    8789.0      172.10837       11.82798       -0.01928            3.0       29.02207        0.00016
    8790.0      172.56521       12.01388       -0.01975            3.0       30.05318        0.00017
