   节点编号          X坐标          Y坐标          Z坐标          接触状态          接触压力          接触间隙
    6403.0      167.80900       14.68138       -0.01220            3.0       27.32991        0.00032
    6405.0      174.38388       15.25661       -0.01549            3.0       42.83423        0.00050
    6406.0      167.80285       15.17457       -0.01219            3.0       29.43803        0.00031
    6407.0      167.87027       15.66315       -0.01224            3.0       31.18913        0.00030
    6408.0      168.00977       16.13624       -0.01227            3.0       30.37711        0.00031
    6409.0      168.21821       16.58324       -0.01237            3.0       27.91242        0.00033
    6410.0      168.49095       16.99419       -0.01248            3.0       28.74884        0.00034
    6411.0      168.82189       17.35990       -0.01259            3.0       29.36898        0.00034
    6412.0      169.20364       17.67220       -0.01272            3.0       30.26922        0.00035
    6413.0      169.62767       17.92412       -0.01287            3.0       31.09936        0.00036
    6414.0      170.08451       18.11002       -0.01305            3.0       31.54939        0.00038
    6415.0      170.56396       18.22576       -0.01324            3.0       31.91956        0.00039
    6416.0      171.05530       18.26874       -0.01348            3.0       29.25952        0.00042
    6417.0      171.54756       18.23802       -0.01369            3.0       36.64100        0.00041
    6418.0      172.02974       18.13427       -0.01395            3.0       36.45171        0.00043
    6419.0      172.49108       17.95981       -0.01421            3.0       37.86805        0.00044
    6420.0      172.92126       17.71855       -0.01448            3.0       39.00457        0.00046
    6421.0      173.31068       17.41586       -0.01476            3.0       40.09962        0.00047
    6422.0      173.65063       17.05852       -0.01496            3.0       40.88968        0.00048
    6423.0      173.93353       16.65450       -0.01518            3.0       41.80166        0.00049
    6424.0      174.15305       16.21283       -0.01534            3.0       42.34458        0.00050
    6425.0      174.30430       15.74337       -0.01546            3.0       42.71660        0.00050
    8778.0      167.88858       14.19463       -0.01219            3.0       27.49346        0.00032
    8779.0      168.03982       13.72517       -0.01226            3.0       27.58806        0.00032
    8780.0      168.25935       13.28350       -0.01229            3.0       28.32439        0.00032
    8781.0      168.54225       12.87948       -0.01237            3.0       28.19113        0.00033
    8782.0      168.88220       12.52213       -0.01248            3.0       28.89564        0.00034
    8783.0      169.27162       12.21945       -0.01259            3.0       29.56482        0.00034
    8784.0      169.70180       11.97818       -0.01273            3.0       30.18480        0.00035
    8785.0      170.16313       11.80373       -0.01288            3.0       31.79781        0.00036
    8786.0      170.64532       11.69998       -0.01307            3.0       29.88310        0.00039
    8787.0      171.13758       11.66926       -0.01325            3.0       31.69409        0.00039
    8788.0      171.62892       11.71224       -0.01349            3.0       26.39325        0.00044
